filename,filepath,score,status
unsplash_pose_taBjqHJkR4c.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_taBjqHJkR4c.jpg,85.31,ok
unsplash_pose_VqUgxh8tj50.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_VqUgxh8tj50.jpg,85.15,ok
unsplash_pose_Mtc56zc0x04.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Mtc56zc0x04.jpg,85.09,ok
unsplash_pose_jxy-yKnnkjY.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_jxy-yKnnkjY.jpg,84.93,ok
unsplash_pose_5Cx3VaHhUGQ.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_5Cx3VaHhUGQ.jpg,84.91,ok
unsplash_pose_t8uHYszz9Ps.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_t8uHYszz9Ps.jpg,84.87,ok
unsplash_pose_ocEbvB4ozss.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_ocEbvB4ozss.jpg,84.86,ok
unsplash_pose_uGsFkvQbx6E.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_uGsFkvQbx6E.jpg,84.76,ok
unsplash_pose_h4AAGJHWLzM.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_h4AAGJHWLzM.jpg,84.74,ok
unsplash_pose_RG1JAjHPmrA.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_RG1JAjHPmrA.jpg,84.73,ok
unsplash_pose__MnbIoOIarM.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose__MnbIoOIarM.jpg,84.63,ok
unsplash_pose_eLSqrcfjH3A.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_eLSqrcfjH3A.jpg,84.59,ok
unsplash_pose_ceszFx4XGJ4.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_ceszFx4XGJ4.jpg,84.56,ok
unsplash_pose_-uV1Zfh4YMQ.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_-uV1Zfh4YMQ.jpg,84.54,ok
unsplash_pose_3JbNQQMh7OY.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_3JbNQQMh7OY.jpg,84.48,ok
unsplash_pose_A6Y1aLmMr5I.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_A6Y1aLmMr5I.jpg,84.46,ok
unsplash_pose_GGMvNa4-3Ew.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_GGMvNa4-3Ew.jpg,84.39,ok
unsplash_pose_Ey3KtQSFMlQ.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Ey3KtQSFMlQ.jpg,84.37,ok
unsplash_pose_rI-SYbao7RQ.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_rI-SYbao7RQ.jpg,84.35,ok
unsplash_pose_161_ToLlvHw.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_161_ToLlvHw.jpg,84.22,ok
unsplash_pose_Fp1pb_cqlNM.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Fp1pb_cqlNM.jpg,84.22,ok
unsplash_pose_GpflXIE9v4E.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_GpflXIE9v4E.jpg,84.19,ok
unsplash_pose_MbElizA8LKU.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_MbElizA8LKU.jpg,84.16,ok
unsplash_pose_J2Aqjk3FXws.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_J2Aqjk3FXws.jpg,84.16,ok
unsplash_pose_Y7HkIMIBGV0.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Y7HkIMIBGV0.jpg,84.09,ok
unsplash_pose_tbi-6iEbss4.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_tbi-6iEbss4.jpg,84.08,ok
unsplash_pose_6vuv427aibw.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_6vuv427aibw.jpg,84.04,ok
unsplash_pose_Y2vzsEn_4v8.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Y2vzsEn_4v8.jpg,84.01,ok
unsplash_pose_x7eVNFXCph0.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_x7eVNFXCph0.jpg,83.98,ok
unsplash_pose_3QecIJh2dbY.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_3QecIJh2dbY.jpg,83.94,ok
unsplash_pose_B2gRcfyfsgE.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_B2gRcfyfsgE.jpg,83.92,ok
unsplash_pose_EwM1EqeIYzk.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_EwM1EqeIYzk.jpg,83.91,ok
unsplash_pose_CB84hFScDdc.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_CB84hFScDdc.jpg,83.87,ok
unsplash_pose_AfXrQq5f6wc.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_AfXrQq5f6wc.jpg,83.85,ok
unsplash_pose_f2P6u9VXylc.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_f2P6u9VXylc.jpg,83.81,ok
unsplash_pose_NxGRsXccyfA.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_NxGRsXccyfA.jpg,83.79,ok
unsplash_pose_TjFjXHyfvW8.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_TjFjXHyfvW8.jpg,83.79,ok
unsplash_pose_gyWgWCoD2U4.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_gyWgWCoD2U4.jpg,83.76,ok
unsplash_pose_Nd6iCNIbbJk.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Nd6iCNIbbJk.jpg,83.73,ok
unsplash_pose_9E_6hXT0RpU.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_9E_6hXT0RpU.jpg,83.66,ok
unsplash_pose_SzGLx1HWS7I.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_SzGLx1HWS7I.jpg,83.64,ok
unsplash_pose_kNYw6jEr9Ho.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_kNYw6jEr9Ho.jpg,83.6,ok
unsplash_pose_OaWZsPqS94k.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_OaWZsPqS94k.jpg,83.55,ok
unsplash_pose_2__9TMc8Bu4.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_2__9TMc8Bu4.jpg,83.52,ok
unsplash_pose_LY09RfHOoVk.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_LY09RfHOoVk.jpg,83.44,ok
unsplash_pose_y_yUpHDLctE.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_y_yUpHDLctE.jpg,83.41,ok
unsplash_pose_YTIt1AsCjl0.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_YTIt1AsCjl0.jpg,83.41,ok
unsplash_pose_cuZDK33D_wU.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_cuZDK33D_wU.jpg,83.4,ok
unsplash_pose_lBFqCwwRGAA.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_lBFqCwwRGAA.jpg,83.35,ok
unsplash_pose_nwx1zTfKHGI.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_nwx1zTfKHGI.jpg,83.35,ok
unsplash_pose_Umd2wXvhFOQ.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Umd2wXvhFOQ.jpg,83.33,ok
unsplash_pose_PHl7XAmkm-w.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_PHl7XAmkm-w.jpg,83.31,ok
unsplash_pose_klICwkEpdmM.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_klICwkEpdmM.jpg,83.26,ok
unsplash_pose_xoEOaAXOhEA.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_xoEOaAXOhEA.jpg,83.23,ok
unsplash_pose_Uni0IBVcivg.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Uni0IBVcivg.jpg,83.19,ok
unsplash_pose_uvTUI7tu7qI.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_uvTUI7tu7qI.jpg,83.19,ok
unsplash_pose_1DB1WsVmO80.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_1DB1WsVmO80.jpg,83.18,ok
unsplash_pose_ZMYGPcKFSP4.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_ZMYGPcKFSP4.jpg,83.18,ok
unsplash_pose_cfQiXG92zGk.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_cfQiXG92zGk.jpg,83.14,ok
unsplash_pose_mtfMFR7J4eU.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_mtfMFR7J4eU.jpg,83.13,ok
unsplash_pose_lHuyF8U2TRA.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_lHuyF8U2TRA.jpg,83.08,ok
unsplash_pose_iE5PIYn698Q.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_iE5PIYn698Q.jpg,83.07,ok
unsplash_pose_bv1tUxbVDEc.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_bv1tUxbVDEc.jpg,83.07,ok
unsplash_pose_JIfkjVJM3dk.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_JIfkjVJM3dk.jpg,83.06,ok
unsplash_pose_DCDj5TeIkAU.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_DCDj5TeIkAU.jpg,83.02,ok
unsplash_pose_A1TMRi1U5uw.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_A1TMRi1U5uw.jpg,83.01,ok
unsplash_pose_sR5GxrsBxD4.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_sR5GxrsBxD4.jpg,82.96,ok
unsplash_pose_I33ODbRKULM.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_I33ODbRKULM.jpg,82.96,ok
unsplash_pose_Rmh6HbfooiM.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Rmh6HbfooiM.jpg,82.94,ok
unsplash_pose_APzyHZJtfWk.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_APzyHZJtfWk.jpg,82.86,ok
unsplash_pose_tbyxm09ekWg.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_tbyxm09ekWg.jpg,82.86,ok
unsplash_pose_TkBlvziQFkg.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_TkBlvziQFkg.jpg,82.73,ok
unsplash_pose_7ORkFldW24k.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_7ORkFldW24k.jpg,82.7,ok
unsplash_pose_u9ufuyJGA4s.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_u9ufuyJGA4s.jpg,82.69,ok
unsplash_pose_7vYUPML_41I.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_7vYUPML_41I.jpg,82.69,ok
unsplash_pose_iK7eKbbsxjM.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_iK7eKbbsxjM.jpg,82.67,ok
unsplash_pose_VUSdlpXY-c0.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_VUSdlpXY-c0.jpg,82.65,ok
unsplash_pose_72K2hAiACYw.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_72K2hAiACYw.jpg,82.64,ok
unsplash_pose_1_2yD7XS-wo.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_1_2yD7XS-wo.jpg,82.63,ok
unsplash_pose_Lqej77_JAPU.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_Lqej77_JAPU.jpg,82.6,ok
unsplash_pose_kwsVn7OCzXA.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_kwsVn7OCzXA.jpg,82.59,ok
unsplash_pose_0tHqkE-oG7M.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_0tHqkE-oG7M.jpg,82.59,ok
unsplash_pose_WzydA2yEmAc.jpg,d:\CDAC PGCP AI\Project Idea\Pose Suggestor\unsplash_pose_dataset\unsplash_pose_WzydA2yEmAc.jpg,82.57,ok
