filename,score,quality_label,filepath,status
unsplash_pose_Thm-BjquBYg.jpg,86.49,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_Thm-BjquBYg.jpg,ok
unsplash_pose_a8u-R-8VkcU.jpg,86.44,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_a8u-R-8VkcU.jpg,ok
unsplash_pose_TcMPtDjAgiI.jpg,86.42,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_TcMPtDjAgiI.jpg,ok
unsplash_pose_3P9XPYKZWIM.jpg,86.4,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_3P9XPYKZWIM.jpg,ok
unsplash_pose_FQxTtp80moQ.jpg,86.35,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_FQxTtp80moQ.jpg,ok
unsplash_pose_7OaNxcZBZlc.jpg,86.34,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_7OaNxcZBZlc.jpg,ok
unsplash_pose_h4DDOIdiNpg.jpg,86.3,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_h4DDOIdiNpg.jpg,ok
unsplash_pose_EE_0Mp7pX2k.jpg,86.23,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_EE_0Mp7pX2k.jpg,ok
unsplash_pose_eToH-X6yfUg.jpg,86.17,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_eToH-X6yfUg.jpg,ok
unsplash_pose_9Ryhq3FWwFg.jpg,86.11,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_9Ryhq3FWwFg.jpg,ok
unsplash_pose_piuq7b8yU2U.jpg,86.07,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_piuq7b8yU2U.jpg,ok
unsplash_pose_V9BQqdXbPgY.jpg,86.07,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_V9BQqdXbPgY.jpg,ok
unsplash_pose_-TQwOD8rdLU.jpg,86.05,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_-TQwOD8rdLU.jpg,ok
unsplash_pose_j5ANn7RBEhM.jpg,86.0,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_j5ANn7RBEhM.jpg,ok
unsplash_pose_dv_HQf5wuzs.jpg,85.91,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_dv_HQf5wuzs.jpg,ok
unsplash_pose_TFe8liWdRHY.jpg,85.86,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_TFe8liWdRHY.jpg,ok
unsplash_pose_A2JvjIiB-Lc.jpg,85.86,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_A2JvjIiB-Lc.jpg,ok
unsplash_pose_turuFA7D9ws.jpg,85.83,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_turuFA7D9ws.jpg,ok
unsplash_pose_3XCFqdWlh5c.jpg,85.75,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_3XCFqdWlh5c.jpg,ok
unsplash_pose_rTTYQeEQFC8.jpg,85.73,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_rTTYQeEQFC8.jpg,ok
unsplash_pose_HzY_UYCNYsQ.jpg,85.73,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_HzY_UYCNYsQ.jpg,ok
unsplash_pose_hQoAvRob4rE.jpg,85.63,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_hQoAvRob4rE.jpg,ok
unsplash_pose_VPz_yAsC43k.jpg,85.62,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_VPz_yAsC43k.jpg,ok
unsplash_pose_Z-Ae1Zj9YbM.jpg,85.57,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_Z-Ae1Zj9YbM.jpg,ok
unsplash_pose_HlwmsO1xF70.jpg,85.56,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_HlwmsO1xF70.jpg,ok
unsplash_pose_chbckpjDswM.jpg,85.53,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_chbckpjDswM.jpg,ok
unsplash_pose_BlQOgXrFX-Q.jpg,85.53,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_BlQOgXrFX-Q.jpg,ok
unsplash_pose_VonYASkhn4I.jpg,85.48,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_VonYASkhn4I.jpg,ok
unsplash_pose_FbJW1l0Lf-w.jpg,85.47,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_FbJW1l0Lf-w.jpg,ok
unsplash_pose_uZS-v9aa338.jpg,85.44,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_uZS-v9aa338.jpg,ok
unsplash_pose_5DqINTgqxgg.jpg,85.43,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_5DqINTgqxgg.jpg,ok
unsplash_pose_N59JyTVwIKo.jpg,85.31,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_N59JyTVwIKo.jpg,ok
unsplash_pose_VqUgxh8tj50.jpg,85.15,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_VqUgxh8tj50.jpg,ok
unsplash_pose_Mtc56zc0x04.jpg,85.09,excellent,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_Mtc56zc0x04.jpg,ok
unsplash_pose_jxy-yKnnkjY.jpg,84.93,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_jxy-yKnnkjY.jpg,ok
unsplash_pose_5Cx3VaHhUGQ.jpg,84.91,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_5Cx3VaHhUGQ.jpg,ok
unsplash_pose_SPcPG85DTp8.jpg,84.9,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_SPcPG85DTp8.jpg,ok
unsplash_pose_frJUj0kL-LY.jpg,84.89,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_frJUj0kL-LY.jpg,ok
unsplash_pose_t8uHYszz9Ps.jpg,84.87,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_t8uHYszz9Ps.jpg,ok
unsplash_pose_artvSrpT0NM.jpg,84.86,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_artvSrpT0NM.jpg,ok
unsplash_pose_ocEbvB4ozss.jpg,84.86,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_ocEbvB4ozss.jpg,ok
unsplash_pose_jL3bqeCByu0.jpg,84.77,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_jL3bqeCByu0.jpg,ok
unsplash_pose_uGsFkvQbx6E.jpg,84.76,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_uGsFkvQbx6E.jpg,ok
unsplash_pose_h4AAGJHWLzM.jpg,84.74,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_h4AAGJHWLzM.jpg,ok
unsplash_pose_xeSnUguwYQQ.jpg,84.65,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_xeSnUguwYQQ.jpg,ok
unsplash_pose_txgjigU7h7c.jpg,84.64,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_txgjigU7h7c.jpg,ok
unsplash_pose__MnbIoOIarM.jpg,84.63,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose__MnbIoOIarM.jpg,ok
unsplash_pose_eLSqrcfjH3A.jpg,84.59,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_eLSqrcfjH3A.jpg,ok
unsplash_pose_ceszFx4XGJ4.jpg,84.56,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_ceszFx4XGJ4.jpg,ok
unsplash_pose_l06mljRwe1A.jpg,84.53,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_l06mljRwe1A.jpg,ok
unsplash_pose_JbREuv4U7iE.jpg,84.49,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_JbREuv4U7iE.jpg,ok
unsplash_pose_3JbNQQMh7OY.jpg,84.48,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_3JbNQQMh7OY.jpg,ok
unsplash_pose_NVISlgb9ME8.jpg,84.47,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_NVISlgb9ME8.jpg,ok
unsplash_pose_A6Y1aLmMr5I.jpg,84.46,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_A6Y1aLmMr5I.jpg,ok
unsplash_pose_EorEeoY_LaA.jpg,84.45,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_EorEeoY_LaA.jpg,ok
unsplash_pose_Euw9_Hgw7FI.jpg,84.45,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_Euw9_Hgw7FI.jpg,ok
unsplash_pose_kT1yjIk1a3k.jpg,84.42,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_kT1yjIk1a3k.jpg,ok
unsplash_pose_GGMvNa4-3Ew.jpg,84.39,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_GGMvNa4-3Ew.jpg,ok
unsplash_pose_Ey3KtQSFMlQ.jpg,84.37,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_Ey3KtQSFMlQ.jpg,ok
unsplash_pose_rI-SYbao7RQ.jpg,84.35,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_rI-SYbao7RQ.jpg,ok
unsplash_pose_kXzRVddms-8.jpg,84.33,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_kXzRVddms-8.jpg,ok
unsplash_pose_Fp1pb_cqlNM.jpg,84.22,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_Fp1pb_cqlNM.jpg,ok
unsplash_pose_9xUPqcFs-tI.jpg,84.22,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_9xUPqcFs-tI.jpg,ok
unsplash_pose_161_ToLlvHw.jpg,84.22,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_161_ToLlvHw.jpg,ok
unsplash_pose_xDuOUdQASX0.jpg,84.2,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_xDuOUdQASX0.jpg,ok
unsplash_pose_GpflXIE9v4E.jpg,84.19,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_GpflXIE9v4E.jpg,ok
unsplash_pose_MbElizA8LKU.jpg,84.16,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_MbElizA8LKU.jpg,ok
unsplash_pose_bzCyR8bVU98.jpg,84.16,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_bzCyR8bVU98.jpg,ok
unsplash_pose_16pGIQJLbck.jpg,84.14,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_16pGIQJLbck.jpg,ok
unsplash_pose_ZW7kdbeSppA.jpg,84.12,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_ZW7kdbeSppA.jpg,ok
unsplash_pose_tbi-6iEbss4.jpg,84.08,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_tbi-6iEbss4.jpg,ok
unsplash_pose_6vuv427aibw.jpg,84.04,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_6vuv427aibw.jpg,ok
unsplash_pose_BE_YpnGt4fU.jpg,84.01,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_BE_YpnGt4fU.jpg,ok
unsplash_pose_QiUZNfWUrDI.jpg,83.98,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_QiUZNfWUrDI.jpg,ok
unsplash_pose_x7eVNFXCph0.jpg,83.98,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_x7eVNFXCph0.jpg,ok
unsplash_pose_IN5hEwHTWKM.jpg,83.96,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_IN5hEwHTWKM.jpg,ok
unsplash_pose_Oaj7RxeQOCQ.jpg,83.95,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_Oaj7RxeQOCQ.jpg,ok
unsplash_pose_3V5O7YYy38E.jpg,83.94,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_3V5O7YYy38E.jpg,ok
unsplash_pose_3QecIJh2dbY.jpg,83.94,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_3QecIJh2dbY.jpg,ok
unsplash_pose_IqlKKsUrr4Q.jpg,83.94,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_IqlKKsUrr4Q.jpg,ok
unsplash_pose_B2gRcfyfsgE.jpg,83.92,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_B2gRcfyfsgE.jpg,ok
unsplash_pose_EwM1EqeIYzk.jpg,83.91,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_EwM1EqeIYzk.jpg,ok
unsplash_pose_CB84hFScDdc.jpg,83.87,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_CB84hFScDdc.jpg,ok
unsplash_pose_AfXrQq5f6wc.jpg,83.85,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_AfXrQq5f6wc.jpg,ok
unsplash_pose_G_ytyO-daEU.jpg,83.82,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_G_ytyO-daEU.jpg,ok
unsplash_pose_f2P6u9VXylc.jpg,83.81,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_f2P6u9VXylc.jpg,ok
unsplash_pose_jFgRmj82dQw.jpg,83.8,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_jFgRmj82dQw.jpg,ok
unsplash_pose_TjFjXHyfvW8.jpg,83.79,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_TjFjXHyfvW8.jpg,ok
unsplash_pose_NxGRsXccyfA.jpg,83.79,good,D:\CDAC PGCP AI\Project Idea\Pose Suggestor\Unsplash1.2K\unsplash_pose_NxGRsXccyfA.jpg,ok
